menu_id,restaurant_id,dish_name,cuisine,is_vegetarian,is_vegan
2848,213,Gyoza,Japanese,True,True
2849,213,Spicy Tuna Roll,Japanese,True,True
2850,213,Sushi Rolls,Japanese,True,True
2851,213,Karinto,Japanese,True,True
2852,213,Beef Curry,Japanese,False,False
2853,213,Tonkotsu Ramen,Japanese,False,False
2854,213,Mirin,Japanese,True,True
2855,213,Pork Cutlet Curry,Japanese,False,False
2856,214,Dosa,Indian,True,True
2857,214,Vegetable Korma,Indian,True,True
2858,214,Lassi,Indian,True,True
2859,214,Idli,Indian,True,True
2860,214,Aloo Tikki,Indian,True,True
2861,214,Chicken Chettinad,Indian,False,False
2862,214,Vada Pav,Indian,True,True
2863,214,Boondi Raita,Indian,True,True
2864,214,Baby Corn Manchurian,Indian,True,True
2865,214,Pav Bhaji,Indian,True,True
2866,214,Beetroot Pachadi,Indian,True,True
2867,214,Aloo Gobi,Indian,True,True
2868,214,Kheer,Indian,True,True
2869,214,Aamras Poori,Indian,True,True
2870,214,Appam,Indian,True,True
2871,214,Tandoori Fish,Indian,False,False
2872,214,Chole Bhature,Indian,True,True
2873,214,Chicken Tikka Masala,Indian,False,False
2874,214,Pakora,Indian,True,True
2875,215,Chicken Chow Mein,Chinese,False,False
2876,215,Szechuan Shrimp,Chinese,True,True
2877,215,Sesame Balls,Chinese,True,True
2878,215,Gobi Manchurian,Chinese,True,True
2879,215,Shui Zhu Yu (Water Boiled Fish),Chinese,False,False
2880,215,Mao Shi Hong Shao Rou (Chairman Mao's Red Braised Pork),Chinese,False,False
2881,215,Lemon Chicken,Chinese,False,False
2882,215,Cha Shao Bao (BBQ Pork Buns),Chinese,False,False
2883,215,Chilli Mushroom,Chinese,True,True
2884,216,Beef Fry,Indian,False,False
2885,216,Parotta,Indian,True,True
2886,216,Fish Curry,Indian,False,False
2887,216,Naan,Indian,True,True
2888,216,Bhindi Masala,Indian,True,True
2889,216,Aamras Poori,Indian,True,True
2890,216,Pav Bhaji,Indian,True,True
2891,216,Sarson da Saag & Makki di Roti,Indian,True,True
2892,216,Pakora,Indian,True,True
2893,217,Kadai Paneer,Indian,True,False
2894,217,Aloo Methi,Indian,True,True
2895,217,Idli,Indian,True,True
2896,217,Samosa,Indian,True,True
2897,217,Naan,Indian,True,True
2898,217,Aamras Poori,Indian,True,True
2899,217,Suji Halwa,Indian,True,True
2900,217,Tandoori Fish,Indian,False,False
2901,217,Sarson da Saag & Makki di Roti,Indian,True,True
2902,217,Baingan Bharta,Indian,True,True
2903,217,Pakora,Indian,True,True
2904,217,Lassi,Indian,True,True
2905,217,Amchoor Chicken,Indian,False,False
2906,218,Matcha Ice Cream,Japanese,True,False
2907,218,Gyoza,Japanese,True,True
2908,218,Udon Noodles,Japanese,True,True
2909,218,Shabu-shabu,Japanese,True,True
2910,218,Mikan,Japanese,True,True
2911,218,Sushi Rolls,Japanese,True,True
2912,218,Mochi,Japanese,True,True
2913,218,Japanese Cheesecake,Japanese,True,False
2914,218,Tonkotsu Ramen,Japanese,False,False
2915,218,Takoyaki,Japanese,True,True
2916,218,Taiyaki,Japanese,True,True
2917,219,Anpan,Japanese,True,True
2918,219,Persimmon,Japanese,True,True
2919,219,Matcha Ice Cream,Japanese,True,False
2920,219,Gyoza,Japanese,True,True
2921,219,Zenzai,Japanese,True,True
2922,219,Pocky,Japanese,True,True
2923,219,Edamame,Japanese,True,True
2924,219,Tamago Kake Gohan,Japanese,True,True
2925,219,Tanuki Udon,Japanese,True,True
2926,219,Kare Pan,Japanese,True,True
2927,219,Warabi Mochi,Japanese,True,True
2928,219,Tempura Soba,Japanese,True,True
2929,219,Wakame Seaweed,Japanese,True,True
2930,219,Tonkotsu Ramen,Japanese,False,False
2931,219,Chitose Ame,Japanese,True,True
2932,219,Shiitake Mushrooms,Japanese,True,True
2933,219,Manju,Japanese,True,True
2934,219,Eggplant,Japanese,True,True
2935,220,Anpan,Japanese,True,True
2936,220,Matcha Ice Cream,Japanese,True,False
2937,220,Udon Noodles,Japanese,True,True
2938,220,Gyoza,Japanese,True,True
2939,220,Spicy Tuna Roll,Japanese,True,True
2940,220,Hayashi Rice,Japanese,True,True
2941,220,Kinako Mochi,Japanese,True,True
2942,220,Chazuke,Japanese,True,True
2943,220,Pork Cutlet Curry,Japanese,False,False
2944,220,Kake Udon,Japanese,True,True
2945,220,Edamame,Japanese,True,True
2946,220,Tamagoyaki,Japanese,True,True
2947,220,Melon Pan Ice Cream,Japanese,True,False
2948,220,Wagashi,Japanese,True,True
2949,220,Tonkotsu Ramen,Japanese,False,False
2950,220,Dashi,Japanese,True,True
2951,220,Korokke,Japanese,True,True
2952,221,Ma La Tang (Spicy Hot Pot),Chinese,True,True
2953,221,Sweet and Sour Chicken,Chinese,False,False
2954,221,Shrimp Fried Rice,Chinese,True,True
2955,221,Garlic Eggplant,Chinese,True,True
2956,221,Walnut Shrimp,Chinese,True,True
2957,221,Mooncakes,Chinese,True,True
2958,221,General Tso's Chicken,Chinese,False,False
2959,221,Gobi Manchurian,Chinese,True,True
2960,221,Biang Biang Noodles,Chinese,True,True
2961,221,Beggar's Chicken,Chinese,False,False
2962,221,Lanzhou Beef Noodle Soup,Chinese,False,False
2963,221,Buddha Jumps Over the Wall,Chinese,True,True
2964,221,Tang Yuan (Glutinous Rice Balls),Chinese,True,True
2965,221,Suan La Tu Dou Si (Hot and Sour Potato Shreds),Chinese,True,True
2966,221,Kung Pao Shrimp,Chinese,True,True
2967,221,American Chopsuey,Chinese,True,True
2968,221,Hui Guo Rou (Twice Cooked Pork),Chinese,False,False
2969,222,Kadai Paneer,Indian,True,False
2970,222,Mutton Curry,Indian,True,True
2971,222,Vegetable Jalfrezi,Indian,True,True
2972,222,Tandoori Roti,Indian,True,True
2973,222,Avial,Indian,True,True
2974,222,Malai Kulfi,Indian,True,True
2975,222,Pav Bhaji,Indian,True,True
2976,222,Kozhikodan Biryani,Indian,True,True
2977,222,Chicken Lollipop,Indian,False,False
2978,222,Pakora,Indian,True,True
2979,222,Lassi,Indian,True,True
2980,223,Schezwan Chicken,Indian,False,False
2981,223,Baby Corn Manchurian,Indian,True,True
2982,223,Misi Roti,Indian,True,True
2983,223,Badam Milk,Indian,True,True
2984,223,Pav Bhaji,Indian,True,True
2985,223,Zarda Pulao,Indian,True,True
2986,223,Green Peas Curry,Indian,True,True
2987,223,Papad,Indian,True,True
2988,223,Pakora,Indian,True,True
2989,224,Japanese Pear,Japanese,True,True
2990,224,Konnyaku,Japanese,True,True
2991,224,Gyoza,Japanese,True,True
2992,224,Udon Noodles,Japanese,True,True
2993,224,Shio Ramen,Japanese,True,True
2994,224,Ginger,Japanese,True,True
2995,224,Chazuke,Japanese,True,True
2996,224,Zenzai,Japanese,True,True
2997,224,Shimeji Mushrooms,Japanese,True,True
2998,224,Pocky,Japanese,True,True
2999,224,Uni Don,Japanese,True,True
3000,224,Nikujaga,Japanese,True,True
3001,224,Shoyu Ramen,Japanese,True,True
3002,224,Green Curry,Japanese,True,True
3003,224,Dashi,Japanese,True,True
3004,224,Okayu,Japanese,True,True
3005,224,Korokke,Japanese,True,True
3006,225,Gyoza,Japanese,True,True
3007,225,Udon Noodles,Japanese,True,True
3008,225,Sushi Rolls,Japanese,True,True
3009,225,Niku Udon,Japanese,True,True
3010,225,Lotus Root,Japanese,True,True
3011,225,Uni Don,Japanese,True,True
3012,225,Tempura,Japanese,True,True
3013,225,Hiyayakko,Japanese,True,True
3014,225,Okonomiyaki,Japanese,True,True
3015,226,Szechuan Shrimp,Chinese,True,True
3016,226,Shui Jing Xia (Steamed Shrimp),Chinese,True,True
3017,226,Soy Milk,Chinese,True,True
3018,226,Chilli Paneer,Chinese,True,False
3019,226,Dandan Noodles (Sichuan Style),Chinese,True,True
3020,226,Spring Rolls,Chinese,True,True
3021,226,Steamed Sea Bass,Chinese,True,True
3022,226,Shui Zhu Yu (Water Boiled Fish),Chinese,False,False
3023,226,Shui Zhu Niu Rou (Water Boiled Beef),Chinese,False,False
3024,226,Baozi (Steamed Filled Buns),Chinese,True,True
3025,226,Orange Chicken,Chinese,False,False
3026,226,Sheng Jian Bao (Pan-Fried Buns),Chinese,True,True
3027,226,Fish Ball Congee,Chinese,False,False
3028,226,Oysters with Black Bean Sauce,Chinese,True,True
3029,226,Chongqing Noodles,Chinese,True,True
3030,226,Lemon Chicken,Chinese,False,False
3031,226,American Chopsuey,Chinese,True,True
3032,227,Pork Ribs with Black Bean Sauce,Chinese,False,False
3033,227,Schezwan Fried Rice,Chinese,True,True
3034,227,Red Bean Soup,Chinese,True,True
3035,227,Shui Zhu Yu (Water Boiled Fish),Chinese,False,False
3036,227,Chicken with Black Bean Sauce,Chinese,False,False
3037,227,Beef Lo Mein,Chinese,False,False
3038,227,Chilli Mushroom,Chinese,True,True
3039,228,Hot and Sour Soup,Chinese,True,True
3040,228,Beef with Black Bean Sauce,Chinese,False,False
3041,228,Char Siu Bao (BBQ Pork Buns),Chinese,False,False
3042,228,Chilli Paneer,Chinese,True,False
3043,228,Schezwan Fried Rice,Chinese,True,True
3044,228,Mango Pudding,Chinese,True,True
3045,228,Knife Shaved Noodles,Chinese,True,True
3046,228,Dou Hua (Tofu Pudding),Chinese,True,True
3047,228,Potstickers,Chinese,True,True
3048,228,Mao Shi Hong Shao Rou (Chairman Mao's Red Braised Pork),Chinese,False,False
3049,228,Yunnan Rice Noodles,Chinese,True,True
3050,228,Yu Xiang Qie Zi (Fish-Fragrant Eggplant),Chinese,False,False
3051,228,Spicy Cucumber Salad,Chinese,True,True
3052,228,Lao Po Bing (Wife Cakes),Chinese,True,True
3053,228,Chilli Mushroom,Chinese,True,True
3054,228,Chongqing Noodles,Chinese,True,True
3055,228,American Chopsuey,Chinese,True,True
3056,229,Tsukemen,Japanese,True,True
3057,229,Matcha Ice Cream,Japanese,True,False
3058,229,Gyoza,Japanese,True,True
3059,229,Udon Noodles,Japanese,True,True
3060,229,Senbei,Japanese,True,True
3061,229,Sushi Rolls,Japanese,True,True
3062,229,Okonomiyaki (Hiroshima style),Japanese,True,True
3063,229,Mitarashi Dango,Japanese,True,True
3064,229,Sakura Mochi,Japanese,True,True
3065,229,Tonkotsu Ramen,Japanese,False,False
3066,229,Green Onions,Japanese,True,True
3067,230,Lanzhou Hand-Pulled Noodles,Chinese,True,True
3068,230,Zongzi (Sticky Rice Dumplings),Chinese,True,True
3069,230,Chilli Paneer,Chinese,True,False
3070,230,Sweet and Sour Spare Ribs,Chinese,True,True
3071,230,Mantou (Steamed Buns),Chinese,True,True
3072,230,Potstickers,Chinese,True,True
3073,230,Schezwan Fried Rice,Chinese,True,True
3074,230,Oysters with Black Bean Sauce,Chinese,True,True
3075,230,American Chopsuey,Chinese,True,True
3076,230,Rou Jia Mo (Meat Sandwich),Chinese,True,True
3077,230,Steamed Sea Bass,Chinese,True,True
3078,230,Niu Rou Mian (Beef Noodle Soup),Chinese,False,False
3079,230,Gong Bao Ji Ding (Kung Pao Chicken),Chinese,False,False
3080,230,Garlic Chicken,Chinese,False,False
3081,230,Jian Bing Guo Zi (Savory Crepe),Chinese,True,True
3082,230,Suan Ni Bai Rou (Garlic Pork Slices),Chinese,False,False
3083,230,Sheng Jian Bao (Pan-Fried Buns),Chinese,True,True
3084,230,Sticky Rice (Nian Gao),Chinese,True,True
3085,230,Chilli Mushroom,Chinese,True,True
3086,231,Parotta,Indian,True,True
3087,231,Boondi Raita,Indian,True,True
3088,231,Dal Baati Churma,Indian,True,True
3089,231,Aamras Poori,Indian,True,True
3090,231,Badam Milk,Indian,True,True
3091,231,Suji Halwa,Indian,True,True
3092,231,Sarson da Saag & Makki di Roti,Indian,True,True
3093,231,Fish Molee,Indian,False,False
3094,231,Dahi Vada,Indian,True,True
3095,231,Baingan Bharta,Indian,True,True
3096,231,Pakora,Indian,True,True
3097,232,Parotta,Indian,True,True
3098,232,Naan,Indian,True,True
3099,232,Aamras Poori,Indian,True,True
3100,232,Appam,Indian,True,True
3101,232,Green Peas Curry,Indian,True,True
3102,232,Pav Bhaji,Indian,True,True
3103,232,Sarson da Saag & Makki di Roti,Indian,True,True
3104,232,Shrikhand,Indian,True,True
3105,232,Pakora,Indian,True,True
3106,233,Castella,Japanese,True,True
3107,233,Yakisoba Pan,Japanese,True,True
3108,233,Abekawa Mochi,Japanese,True,True
3109,233,Sushi Rolls,Japanese,True,True
3110,233,Chazuke,Japanese,True,True
3111,233,Zenzai,Japanese,True,True
3112,233,Gyudon,Japanese,True,True
3113,233,Hambagu,Japanese,True,True
3114,233,Lotus Root,Japanese,True,True
3115,233,Warabi Mochi,Japanese,True,True
3116,233,Tonkotsu Ramen,Japanese,False,False
3117,233,Hiyayakko,Japanese,True,True
3118,233,Royal Milk Tea,Japanese,True,True
3119,234,Steamed Fish,Chinese,False,False
3120,234,Xiang La Xia (Spicy Shrimp),Chinese,True,True
3121,234,Fried Noodles,Chinese,True,True
3122,234,Gobi Manchurian,Chinese,True,True
3123,234,Twice Cooked Pork (Hui Guo Rou),Chinese,False,False
3124,234,Cantonese Roast Goose,Chinese,True,True
3125,234,Nai Lao (Custard Tarts),Chinese,True,True
3126,234,Chongqing Noodles,Chinese,True,True
3127,234,American Chopsuey,Chinese,True,True
3128,234,La Zi Ji (Sichuan Chili Chicken),Chinese,False,False
3129,235,Matcha Ice Cream,Japanese,True,False
3130,235,Gyoza,Japanese,True,True
3131,235,Udon Noodles,Japanese,True,True
3132,235,Spicy Tuna Roll,Japanese,True,True
3133,235,Chazuke,Japanese,True,True
3134,235,Sake,Japanese,True,True
3135,235,Calpis,Japanese,True,True
3136,235,Jam Pan,Japanese,True,True
3137,235,Konpeito,Japanese,True,True
3138,236,Vegetable Fried Rice,Chinese,True,True
3139,236,Shui Jing Xia (Steamed Shrimp),Chinese,True,True
3140,236,Dry-Fried Green Beans,Chinese,True,True
3141,236,Chilli Paneer,Chinese,True,False
3142,236,Schezwan Fried Rice,Chinese,True,True
3143,236,Steamed Sea Bass,Chinese,True,True
3144,236,Dan Ta (Egg Tarts),Chinese,True,True
3145,236,Gobi Manchurian,Chinese,True,True
3146,236,Cold Sesame Noodles,Chinese,True,True
3147,236,Knife Shaved Noodles,Chinese,True,True
3148,236,Vegetable Chow Mein,Chinese,True,True
3149,236,Steamed Buns (Mantou),Chinese,True,True
3150,236,Suan Ni Bai Rou (Garlic Pork Slices),Chinese,False,False
3151,236,Mango Pudding,Chinese,True,True
3152,236,Spicy Cucumber Salad,Chinese,True,True
3153,236,Tang Yuan (Glutinous Rice Balls),Chinese,True,True
3154,236,Chilli Mushroom,Chinese,True,True
3155,236,American Chopsuey,Chinese,True,True
3156,237,Chilli Paneer,Chinese,True,False
3157,237,Dan Ta (Egg Tarts),Chinese,True,True
3158,237,Gobi Manchurian,Chinese,True,True
3159,237,Braised Short Ribs,Chinese,True,True
3160,237,Qing Zheng Yu (Steamed Fish),Chinese,False,False
3161,237,La Zi Ji (Sichuan Chili Chicken),Chinese,False,False
3162,237,Schezwan Fried Rice,Chinese,True,True
3163,237,Walnut Shrimp,Chinese,True,True
3164,237,Wife Cakes,Chinese,True,True
3165,237,American Chopsuey,Chinese,True,True
3166,237,Yu Xiang Rou Si (Fish-Fragrant Pork Slivers),Chinese,False,False
3167,237,Dumplings (Jiaozi),Chinese,True,True
3168,237,Pork Ribs with Black Bean Sauce,Chinese,False,False
3169,237,Bo Cai Chao Fan (Bok Choy Fried Rice),Chinese,True,True
3170,237,Vegetable Chow Mein,Chinese,True,True
3171,237,Qing Jiao Rou Si (Green Pepper Shreds with Pork),Chinese,False,False
3172,237,Yangzhou Fried Rice,Chinese,True,True
3173,237,Baozi (Steamed Filled Buns),Chinese,True,True
3174,237,Chilli Mushroom,Chinese,True,True
3175,238,Stir-fried Bok Choy,Chinese,True,True
3176,238,Garlic Eggplant,Chinese,True,True
3177,238,Di San Xian (Three Delicacies Stir-fry),Chinese,True,True
3178,238,Gobi Manchurian,Chinese,True,True
3179,238,Twice Cooked Pork (Hui Guo Rou),Chinese,False,False
3180,238,Xi Hong Shi Chao Ji Dan (Tomato and Egg Stir-fry),Chinese,True,True
3181,238,Nai Lao (Custard Tarts),Chinese,True,True
3182,238,American Chopsuey,Chinese,True,True
3183,238,Peking Duck,Chinese,True,True
3184,239,Fu Qi Fei Pian (Husband and Wife Lung Slices),Chinese,True,True
3185,239,Mango Pudding,Chinese,True,True
3186,239,Chilli Paneer,Chinese,True,False
3187,239,Schezwan Fried Rice,Chinese,True,True
3188,239,Walnut Shrimp,Chinese,True,True
3189,239,Gobi Manchurian,Chinese,True,True
3190,239,Qing Jiao Rou Si (Green Pepper Shreds with Pork),Chinese,False,False
3191,239,Cucumber Salad,Chinese,True,True
3192,239,Tea Eggs,Chinese,True,True
3193,239,Chilli Mushroom,Chinese,True,True
3194,239,American Chopsuey,Chinese,True,True
3195,240,Beef Fry,Indian,False,False
3196,240,Kathi Roll,Indian,True,True
3197,240,Medu Vada,Indian,True,True
3198,240,Aamras Poori,Indian,True,True
3199,240,Sheer Khurma,Indian,True,True
3200,240,Pav Bhaji,Indian,True,True
3201,240,Papad,Indian,True,True
3202,240,Dahi Vada,Indian,True,True
3203,240,Shrikhand,Indian,True,True
3204,241,Sara Udon,Japanese,True,True
3205,241,Miso Ramen,Japanese,True,True
3206,241,Tonkotsu Ramen,Japanese,False,False
3207,241,Ramune,Japanese,True,True
3208,241,Sushi,Japanese,True,True
3209,241,Matcha Ice Cream,Japanese,True,False
3210,241,Udon Noodles,Japanese,True,True
3211,241,Sushi Rolls,Japanese,True,True
3212,241,Nameko Mushrooms,Japanese,True,True
3213,241,Tamagoyaki,Japanese,True,True
3214,241,Miso Soup,Japanese,True,True
3215,241,Cream Pan,Japanese,True,True
3216,241,Enoki Mushrooms,Japanese,True,True
3217,241,Oshiruko,Japanese,True,True
3218,241,Gyoza,Japanese,True,True
3219,241,Dorayaki,Japanese,True,True
3220,241,Akashiyaki,Japanese,True,True
3221,241,Nikujaga,Japanese,True,True
3222,241,Taiyaki,Japanese,True,True
3223,241,Pork Cutlet Curry,Japanese,False,False
3224,242,Karaage,Japanese,True,True
3225,242,Sudachi,Japanese,True,True
3226,242,Sushi Rolls,Japanese,True,True
3227,242,Okonomiyaki (Hiroshima style),Japanese,True,True
3228,242,Soy Sauce,Japanese,True,True
3229,242,Cream Pan,Japanese,True,True
3230,242,Monjayaki,Japanese,True,True
3231,242,Warabi Mochi,Japanese,True,True
3232,242,Tonkotsu Ramen,Japanese,False,False
3233,243,Ma La Tang (Spicy Hot Pot),Chinese,True,True
3234,243,Fu Qi Fei Pian (Husband and Wife Lung Slices),Chinese,True,True
3235,243,Garlic Eggplant,Chinese,True,True
3236,243,Chilli Paneer,Chinese,True,False
3237,243,Schezwan Fried Rice,Chinese,True,True
3238,243,General Tso's Chicken,Chinese,False,False
3239,243,Gobi Manchurian,Chinese,True,True
3240,243,Spicy Tofu,Chinese,True,True
3241,243,Sweet and Sour Fish,Chinese,False,False
3242,243,Lobster with Ginger and Scallions,Chinese,True,True
3243,243,American Chopsuey,Chinese,True,True
3244,243,Dou Jiang (Soybean Milk),Chinese,True,True
3245,244,Mantou (Steamed Buns),Chinese,True,True
3246,244,Chilli Paneer,Chinese,True,False
3247,244,Spring Rolls,Chinese,True,True
3248,244,Steamed Sea Bass,Chinese,True,True
3249,244,Scallion Pancakes,Chinese,True,True
3250,244,Chow Mein,Chinese,True,True
3251,244,Niu Rou Mian (Beef Noodle Soup),Chinese,False,False
3252,244,Hong Shao Rou (Red Braised Pork Belly),Chinese,False,False
3253,244,Fish Ball Congee,Chinese,False,False
3254,244,Shrimp Lo Mein,Chinese,True,True
3255,244,Lemon Chicken,Chinese,False,False
3256,244,American Chopsuey,Chinese,True,True
3257,245,Soya Chaap,Indian,True,True
3258,245,Mutton Curry,Indian,True,True
3259,245,Chingri Malai Curry,Indian,True,True
3260,245,Tomato Soup,Indian,True,True
3261,245,Sandesh,Indian,True,True
3262,245,Raita,Indian,True,True
3263,245,Boondi Raita,Indian,True,True
3264,245,Mixed Vegetable Curry,Indian,True,True
3265,245,Kathi Roll,Indian,True,True
3266,245,Kerala Fish Curry,Indian,False,False
3267,245,Paneer Tikka,Indian,True,False
3268,245,Aamras Poori,Indian,True,True
3269,245,Shrikhand,Indian,True,True
3270,245,Khichdi,Indian,True,True
3271,245,Sarson da Saag & Makki di Roti,Indian,True,True
3272,245,Paneer Butter Masala,Indian,True,False
3273,245,Pineaple Pachadi,Indian,True,True
3274,245,Pakora,Indian,True,True
3275,246,Chicken Chow Mein,Chinese,False,False
3276,246,Chilli Paneer,Chinese,True,False
3277,246,Schezwan Fried Rice,Chinese,True,True
3278,246,Green Bean Soup,Chinese,True,True
3279,246,Gobi Manchurian,Chinese,True,True
3280,246,Cantonese Roast Goose,Chinese,True,True
3281,246,Chow Mein,Chinese,True,True
3282,246,Pickled Vegetables,Chinese,True,True
3283,246,Buddha Jumps Over the Wall,Chinese,True,True
3284,246,Congee,Chinese,True,True
3285,246,Pai Gu Nian Gao (Sticky Rice with Spareribs),Chinese,True,True
3286,247,Thali,Indian,True,True
3287,247,Schezwan Chicken,Indian,False,False
3288,247,Gongura Pickle,Indian,True,True
3289,247,Paneer Tikka,Indian,True,False
3290,247,Andhra Chicken Curry,Indian,False,False
3291,247,Dal Fry,Indian,True,True
3292,247,Aamras Poori,Indian,True,True
3293,247,Kerala Beef Fry,Indian,False,False
3294,247,Puttu,Indian,True,True
3295,247,Dal Tadka,Indian,True,True
3296,247,Pakora,Indian,True,True
3297,248,Carrot Halwa,Indian,True,True
3298,248,Neer Dosa,Indian,True,True
3299,248,Vegetable Jalfrezi,Indian,True,True
3300,248,Parotta,Indian,True,True
3301,248,Naan,Indian,True,True
3302,248,Misi Roti,Indian,True,True
3303,248,Aamras Poori,Indian,True,True
3304,248,Mushroom Masala,Indian,True,True
3305,248,Pav Bhaji,Indian,True,True
3306,248,Pakora,Indian,True,True
3307,248,Zarda Pulao,Indian,True,True
3308,248,Sarson da Saag & Makki di Roti,Indian,True,True
3309,248,Sambar,Indian,True,True
3310,248,Lemon Rice,Indian,True,True
3311,248,Lassi,Indian,True,True
3312,248,Bisi Bele Bath,Indian,True,True
3313,249,Schezwan Chicken,Indian,False,False
3314,249,Puri,Indian,True,True
3315,249,Egg Curry,Indian,True,True
3316,249,Idli,Indian,True,True
3317,249,Chicken Biryani Hyderabad,Indian,False,False
3318,249,Aloo Tikki,Indian,True,True
3319,249,Sarson da Saag & Makki di Roti,Indian,True,True
3320,249,Palkhi Macher Jhol,Indian,True,True
3321,249,Boondi Raita,Indian,True,True
3322,249,Badam Milk,Indian,True,True
3323,249,Pav Bhaji,Indian,True,True
3324,249,Mutton Biryani,Indian,True,True
3325,249,Paneer Butter Masala,Indian,True,False
3326,249,Chana Masala,Indian,True,True
3327,249,Aamras Poori,Indian,True,True
3328,249,Rasgulla,Indian,True,True
3329,249,Appam,Indian,True,True
3330,249,Daal Makhani,Indian,True,True
3331,249,Fafda,Indian,True,True
3332,249,Pakora,Indian,True,True
3333,250,Matcha Ice Cream,Japanese,True,False
3334,250,Udon Noodles,Japanese,True,True
3335,250,Gyoza,Japanese,True,True
3336,250,Matcha Pudding,Japanese,True,True
3337,250,Sushi Rolls,Japanese,True,True
3338,250,Zaru Soba,Japanese,True,True
3339,250,Warabi Mochi,Japanese,True,True
3340,250,Japanese Cucumber,Japanese,True,True
3341,250,Tonkotsu Ramen,Japanese,False,False
3342,250,Okonomiyaki,Japanese,True,True
3343,250,Kabocha Squash,Japanese,True,True
3344,250,Abura Soba,Japanese,True,True
3345,251,Bombil Fry,Indian,True,True
3346,251,Vegetable Pulao,Indian,True,True
3347,251,Boondi Raita,Indian,True,True
3348,251,Chili Chicken,Indian,False,False
3349,251,Aamras Poori,Indian,True,True
3350,251,Banana Chips,Indian,True,True
3351,251,Green Peas Curry,Indian,True,True
3352,251,Pav Bhaji,Indian,True,True
3353,251,Moong Dal Cheela,Indian,True,True
3354,251,Sarson da Saag & Makki di Roti,Indian,True,True
3355,251,Chole Bhature,Indian,True,True
3356,251,Irani Chai,Indian,True,True
3357,251,Pakora,Indian,True,True
3358,252,Thali,Indian,True,True
3359,252,Shahi Paneer,Indian,True,False
3360,252,Chili Chicken,Indian,False,False
3361,252,Misi Roti,Indian,True,True
3362,252,Biryani,Indian,True,True
3363,252,Sarson da Saag & Makki di Roti,Indian,True,True
3364,252,Palkhi Macher Jhol,Indian,True,True
3365,252,Vada Pav,Indian,True,True
3366,252,Soya Chaap,Indian,True,True
3367,252,Neer Dosa,Indian,True,True
3368,252,Boondi Raita,Indian,True,True
3369,252,Pav Bhaji,Indian,True,True
3370,252,Suji Halwa,Indian,True,True
3371,252,Dal Tadka,Indian,True,True
3372,252,Tandoori Chicken,Indian,False,False
3373,252,Aloo Gobi,Indian,True,True
3374,252,Aamras Poori,Indian,True,True
3375,252,Dahi Puri,Indian,True,True
3376,252,Pakora,Indian,True,True
3377,253,Kadai Paneer,Indian,True,False
3378,253,Pickle,Indian,True,True
3379,253,Vegetable Jalfrezi,Indian,True,True
3380,253,Parotta,Indian,True,True
3381,253,Raita,Indian,True,True
3382,253,Chicken Korma,Indian,False,False
3383,253,Boondi Raita,Indian,True,True
3384,253,Pista Kulfi,Indian,True,True
3385,253,Rava Idli,Indian,True,True
3386,253,Kadhi Pakoda,Indian,True,True
3387,253,Aamras Poori,Indian,True,True
3388,253,Malai Kulfi,Indian,True,True
3389,253,Pav Bhaji,Indian,True,True
3390,253,Sarson da Saag & Makki di Roti,Indian,True,True
3391,253,Palkhi Macher Jhol,Indian,True,True
3392,253,Chicken Tikka Masala,Indian,False,False
3393,253,Shrikhand,Indian,True,True
3394,253,Pakora,Indian,True,True
3395,254,Matcha Latte,Japanese,True,True
3396,254,Green Tea Latte,Japanese,True,True
3397,254,Sansho Pepper,Japanese,True,True
3398,254,Sushi Rolls,Japanese,True,True
3399,254,Nameko Mushrooms,Japanese,True,True
3400,254,Karinto,Japanese,True,True
3401,254,Tonkotsu Ramen,Japanese,False,False
3402,254,Shichimi Togarashi,Japanese,True,True
3403,254,Taiyaki,Japanese,True,True
3404,254,Furikake,Japanese,True,True
3405,254,Manju,Japanese,True,True
3406,255,Kuzumochi,Japanese,True,True
3407,255,Gyoza,Japanese,True,True
3408,255,Hayashi Rice,Japanese,True,True
3409,255,Sushi Rolls,Japanese,True,True
3410,255,Chazuke,Japanese,True,True
3411,255,Yellow Curry,Japanese,True,True
3412,255,Sashimi,Japanese,True,True
3413,255,Uni Don,Japanese,True,True
3414,255,Burdock Root,Japanese,True,True
3415,255,Warabi Mochi,Japanese,True,True
3416,255,Tonkotsu Ramen,Japanese,False,False
3417,255,Dashi,Japanese,True,True
3418,255,Yakizakana,Japanese,True,True
3419,256,Matcha Ice Cream,Japanese,True,False
3420,256,Gyoza,Japanese,True,True
3421,256,Udon Noodles,Japanese,True,True
3422,256,Yakisoba Pan,Japanese,True,True
3423,256,Mikan,Japanese,True,True
3424,256,Sushi Rolls,Japanese,True,True
3425,256,Karaage,Japanese,True,True
3426,256,Karinto,Japanese,True,True
3427,256,Maitake Mushrooms,Japanese,True,True
3428,256,Ochazuke,Japanese,True,True
3429,256,Tantanmen,Japanese,True,True
3430,256,Miso Ramen,Japanese,True,True
3431,256,Monjayaki,Japanese,True,True
3432,256,Hakata Ramen,Japanese,True,True
3433,256,Dango,Japanese,True,True
3434,256,Tonkotsu Ramen,Japanese,False,False
3435,256,Abura Soba,Japanese,True,True
3436,257,Nama Chocolate,Japanese,True,True
3437,257,Matcha Ice Cream,Japanese,True,False
3438,257,Udon Noodles,Japanese,True,True
3439,257,Mikan,Japanese,True,True
