visit_id,menu_id
12248,4666
12249,2557
12249,2554
12250,9777
12250,9776
12250,9764
12250,9774
12251,1848
12251,1847
12251,1852
12252,7006
12252,7020
12252,7018
12253,8122
12253,8120
12253,8119
12253,8124
12254,9665
12255,10113
12255,10103
12255,10111
12256,9396
12256,9399
12257,5162
12257,5168
12257,5161
12258,11240
12258,11230
12259,13338
12259,13342
12259,13334
12259,13345
12260,2840
12260,2839
12261,962
12261,948
12262,5702
12262,5704
12262,5700
12263,11016
12263,11015
12263,11017
12263,11018
12264,3812
12265,6634
12265,6636
12265,6639
12265,6638
12266,12792
12266,12791
12267,12508
12267,12506
12267,12507
12267,12515
12268,11347
12269,10814
12270,6377
12271,2442
12271,2438
12272,6345
12273,11911
12273,11909
12274,4629
12274,4630
12274,4641
12274,4635
12275,7076
12275,7077
12276,1273
12276,1277
12276,1278
12277,5063
12277,5061
12277,5062
12278,9149
12279,12008
12280,6018
12280,6021
12280,6023
12281,5282
12281,5280
12281,5277
12282,3587
12283,463
12283,462
12284,4969
12285,4556
12285,4557
12286,834
12286,830
12287,7078
12287,7079
12288,5648
12288,5640
12289,1079
12289,1081
12290,4364
12290,4379
12291,2049
12291,2036
12291,2041
12292,11063
12292,11069
12293,8159
12293,8156
12293,8168
12293,8165
12294,6938
12295,6288
12296,3626
12296,3633
12296,3625
12296,3622
12297,11351
12297,11360
12297,11352
12297,11355
12298,7840
12298,7830
12298,7833
12299,10683
12299,10682
12299,10675
12300,5814
12300,5813
12301,1416
12302,7909
12302,7921
12303,9167
12303,9165
12304,8526
12305,7434
12305,7435
12305,7436
12305,7428
12306,13014
12306,13016
12307,6170
12307,6175
12307,6172
12307,6174
12308,10526
12308,10532
12308,10533
12309,1335
12309,1333
12309,1337
12310,12817
12311,7299
12311,7303
12311,7304
12312,10305
12312,10304
12312,10306
12312,10312
12313,5806
12313,5804
12314,11056
12314,11053
12314,11054
12315,10089
12315,10099
12315,10097
12315,10091
12316,7874
12317,11595
12318,9011
12318,9010
12319,4560
12320,5725
12320,5714
12321,9637
12321,9633
12322,2275
12323,3110
12323,3114
12324,3194
12324,3191
12324,3192
12325,4527
12325,4528
12325,4533
12326,8348
12327,9117
12327,9124
12328,13122
12328,13128
12329,12923
12329,12933
12329,12924
12330,12036
12331,11749
12331,11745
12332,12424
12332,12425
12332,12411
12332,12421
12333,11454
12334,5559
12334,5556
12335,2929
12335,2927
12336,6820
12337,8401
12337,8408
12337,8410
12337,8404
12338,9954
12338,9963
12339,11587
12339,11590
12340,11733
12340,11732
12340,11728
12340,11740
12341,5376
12341,5372
12341,5377
12342,616
12342,617
12343,12145
12343,12141
12344,4343
12345,7102
12345,7100
12345,7104
12346,9458
12346,9461
12346,9463
12346,9456
12347,10329
12347,10316
12347,10313
12348,1734
12348,1747
12349,10819
12350,5839
12350,5834
12350,5832
12351,8007
12352,10014
12352,10016
12353,3824
12353,3818
12353,3820
12353,3823
12354,4604
12354,4597
12354,4594
12354,4602
12355,9325
12356,2169
12356,2164
12356,2170
12356,2160
12357,1319
12357,1312
12358,9421
12358,9422
12358,9415
12358,9413
12359,4508
12359,4505
12359,4502
12360,13292
12360,13302
12360,13304
12360,13296
12361,9628
12361,9619
12361,9631
12361,9623
12362,11007
12363,11963
12363,11953
12363,11960
12363,11952
12364,8704
12365,4395
12365,4390
12365,4392
12366,7437
12367,4511
12367,4509
12368,11810
12368,11808
12369,12453
12369,12455
12369,12450
12369,12446
12370,4819
12370,4813
12370,4815
12371,10600
12371,10596
12372,8718
12372,8708
12372,8717
12372,8710
12373,2101
12374,789
12374,791
12374,803
12375,9496
12375,9489
12375,9495
12375,9482
12376,12229
12376,12226
12376,12232
12377,4798
12377,4807
12377,4801
12378,11381
12378,11395
12378,11380
12379,9205
12379,9207
12379,9196
12379,9194
12380,982
12380,981
12381,1748
12381,1751
12382,11733
12382,11738
12383,13160
12383,13155
12383,13158
12383,13152
12384,12740
12384,12750
12384,12744
12384,12747
12385,739
12385,746
12385,748
12386,8390
12386,8397
12386,8386
12387,5869
12387,5875
12387,5868
12388,4642
12388,4633
12389,7977
12389,7972
12390,6452
12391,10195
12392,13383
12392,13387
12393,12007
12393,12009
12393,12018
12394,3747
12394,3748
12395,4597
12396,9716
12396,9713
12397,13105
12397,13104
12398,1946
12398,1936
12399,10164
12400,12498
12400,12496
12400,12493
12401,12316
12401,12324
12402,5347
12403,9377
12404,9647
12404,9637
12405,8528
12405,8526
12405,8527
12405,8529
12406,12790
12406,12793
12406,12783
12406,12787
12407,4650
12408,8682
12408,8689
12408,8693
12409,1226
12409,1218
12409,1227
12410,3978
12410,3979
12411,12659
12412,6261
12412,6259
12412,6265
12412,6266
12413,2551
12413,2555
12413,2559
12414,6659
12414,6662
12415,7326
12415,7318
12416,4822
12416,4825
12416,4829
12416,4820
12417,3577
12417,3572
12418,9452
12419,4923
12419,4928
12419,4926
12420,11954
12420,11958
12421,9471
12421,9475
12421,9469
12421,9477
12422,5408
12422,5400
12423,6343
12423,6333
12424,7443
12424,7442
12425,9797
12426,1037
12426,1040
12426,1041
12427,10362
12427,10369
12428,42
12428,35
12428,38
12428,34
12429,8744
12429,8745
12430,2240
12430,2231
12430,2226
12431,7437
12432,12182
12432,12186
12432,12195
12432,12184
12433,7696
12433,7693
12434,12467
12434,12459
12434,12471
12435,13079
12435,13091
12435,13094
12436,5542
12437,6461
12437,6458
12437,6455
12437,6457
12438,4087
12438,4078
12439,7083
12440,9713
12440,9714
12441,6108
12441,6104
12441,6103
12441,6106
12442,3021
12442,3024
12442,3023
12442,3031
12443,5192
12444,11713
12444,11708
12444,11710
12444,11712
12445,210
12445,207
12446,8074
12447,8663
12447,8655
12447,8659
12447,8656
12448,8035
12448,8034
12448,8028
12449,7667
12449,7672
12450,11423
12450,11420
12450,11427
12450,11421
12451,6613
12451,6604
12451,6602
12452,7767
12453,2751
12453,2750
12453,2747
12453,2748
12454,2550
12454,2541
12454,2535
12454,2543
12455,13234
12456,11713
12456,11710
12456,11712
12457,3550
12458,11226
12458,11218
12458,11229
12458,11227
12459,10273
12459,10266
12460,81
12460,83
12460,78
12460,82
12461,12658
12461,12653
12462,7841
12463,9674
12463,9681
12464,5024
12464,5025
12464,5028
12464,5040
12465,3120
12465,3125
12465,3119
12465,3126
12466,11681
12466,11675
12467,6197
12468,8092
12468,8088
12468,8081
12469,9480
12469,9477
12470,11307
12471,4841
12472,9180
12472,9173
12472,9176
12472,9170
12473,8309
12474,11307
12474,11311
12474,11312
12474,11306
12475,10004
12476,10560
12476,10566
12476,10557
12477,10732
12477,10728
12478,13371
12478,13378
12478,13380
12478,13387
12479,6807
12480,12084
12480,12088
12481,7412
12482,5738
12482,5730
12482,5728
12483,1245
12483,1253
12484,9643
12484,9640
12484,9637
12485,5783
12485,5785
12485,5780
12485,5778
12486,199
12486,198
12486,193
12486,197
12487,11251
12487,11250
12487,11252
12487,11258
12488,10885
12488,10890
12489,12930
12489,12932
12489,12921
12489,12927
12490,11346
12491,10063
12491,10062
12491,10059
12491,10060
12492,3122
12493,7217
12493,7220
12493,7216
12493,7214
12494,10997
12494,11007
12495,4819
12495,4818
12495,4813
12496,3878
12496,3872
12496,3873
12496,3877
12497,1132
12497,1134
12497,1130
12497,1138
12498,8921
12498,8913
12498,8917
12499,1926
12500,7343
12500,7332
12501,6802
12501,6792
12501,6801
12501,6791
12502,2501
12502,2503
12503,728
12504,7419
12504,7415
12504,7425
12505,9487
12505,9482
12505,9484
12505,9493
12506,1270
12507,13111
12507,13113
12508,6767
12508,6772
12508,6765
12508,6763
12509,5202
12509,5206
12510,2434
12510,2436
12510,2438
12510,2440
12511,7793
12512,9878
12513,11142
12513,11138
12513,11137
12514,6596
12514,6600
12514,6597
12514,6601
12515,12621
12515,12632
12515,12630
12516,4518
12517,10026
12517,10024
12517,10031
12518,11733
12519,11494
12519,11497
12519,11500
12520,705
12520,703
12520,696
12520,706
12521,8701
12521,8697
12522,11096
12522,11089
12522,11088
12522,11099
12523,10073
12523,10074
12523,10080
12524,6289
12525,4050
12525,4054
12525,4042
12526,3416
12526,3406
12526,3409
12526,3411
12527,1441
12527,1439
12527,1446
12527,1444
12528,6966
12528,6984
12528,6981
12529,9186
12529,9191
12529,9190
12530,7426
12530,7435
12530,7430
12530,7433
12531,7136
12531,7144
12531,7143
12531,7149
12532,5250
12533,11136
12533,11141
12533,11138
12534,8066
12534,8075
12535,5676
12535,5667
12535,5668
12536,2532
12536,2527
12536,2528
12536,2534
12537,8431
12537,8433
12538,8635
12538,8631
12539,12684
12539,12685
12539,12681
12540,8758
12540,8760
12540,8759
12541,4762
12541,4764
12541,4758
12541,4757
12542,11754
12542,11751
12542,11758
12542,11760
12543,1842
12543,1830
12543,1841
12543,1838
12544,9665
12544,9666
12544,9664
12545,5484
12545,5489
12546,7720
12546,7717
12546,7723
12546,7719
12547,10914
12547,10924
12547,10921
12547,10926
12548,1038
12548,1044
12549,5432
12549,5428
12549,5437
12550,10155
12550,10147
12551,12783
12551,12786
12552,4455
12552,4454
12552,4461
12552,4463
12553,2013
12554,1315
12554,1316
12554,1314
12555,4306
12556,1009
12556,1006
12557,9833
12557,9836
12558,8669
12558,8674
12559,7025
12560,12203
12561,5926
12561,5932
12561,5931
12561,5933
12562,4280
12563,12885
12564,4624
12564,4621
12564,4627
12565,1478
12566,9634
12567,2754
12567,2747
12567,2749
12568,5108
12568,5106
12568,5115
12568,5107
12569,12681
12569,12679
12570,10931
12570,10941
12571,714
12571,716
12572,10348
12572,10350
12572,10355
12573,5133
12574,5119
12574,5117
12575,5861
12575,5876
12575,5870
12576,2836
12577,11132
12577,11117
12577,11127
12577,11119
12578,8277
12578,8270
12578,8275
12578,8274
12579,3675
12580,2767
12580,2774
12580,2780
12581,712
12581,713
12581,704
12581,703
12582,10392
12582,10403
12582,10397
12583,13369
12583,13360
12584,10905
12584,10901
12584,10909
12584,10910
12585,9185
12585,9187
12586,4822
12586,4827
12587,12075
12587,12073
12587,12067
12588,11844
12588,11845
12589,6365
12589,6357
12590,1001
12590,1009
12591,9177
12591,9180
12591,9172
12591,9170
12592,9194
12593,1317
12593,1316
12593,1314
12594,6558
12594,6563
12594,6553
12594,6562
12595,10567
12595,10562
12595,10558
12595,10561
12596,5420
12596,5415
12596,5410
12596,5417
12597,9493
12597,9486
12598,1400
12599,1560
12599,1555
12599,1563
12599,1554
12600,9248
12600,9241
12600,9247
12600,9240
12601,4239
12601,4240
12601,4238
12602,9660
12602,9653
12602,9656
12602,9657
12603,3767
12603,3770
12603,3776
12604,9239
12604,9246
12605,9603
12606,11266
12606,11268
12606,11276
12606,11262
12607,1916
12608,2696
12608,2705
12608,2698
12609,1493
12609,1487
12610,9101
12610,9096
12610,9104
12610,9102
12611,3768
12611,3775
12611,3769
12611,3766
12612,7297
12613,7007
12614,12039
12614,12034
12615,3787
12615,3777
12615,3780
12615,3791
12616,11092
12616,11096
12617,6275
12617,6268
12618,7757
12618,7750
12618,7756
12618,7759
12619,7357
12620,1779
12620,1786
12620,1782
12620,1780
12621,287
12621,286
12622,6197
12622,6200
12623,11145
12623,11149
12624,3438
12624,3443
12625,12296
12625,12291
12626,2806
12626,2809
12627,13401
12627,13404
12628,12246
12628,12247
12628,12245
12628,12251
12629,9489
12630,9714
12630,9716
12630,9712
12630,9709
12631,3228
12631,3232
12631,3229
12631,3226
12632,11053
12632,11054
12632,11050
12632,11049
12633,11834
12633,11832
12633,11836
12633,11829
12634,8367
12634,8380
12634,8379
12634,8378
12635,2384
12635,2385
12636,8686
12636,8689
12636,8694
12636,8682
12637,1900
12638,6487
12639,11160
12640,1514
12640,1517
12640,1509
12641,12592
12641,12580
12641,12585
12642,4823
12642,4821
12643,4592
12643,4594
12643,4597
12644,13019
12644,13022
12645,4496
12645,4494
12645,4487
12646,5192
12647,9944
12647,9946
12647,9948
12647,9950
12648,5201
12648,5207
12648,5208
12649,12102
12649,12098
12649,12104
12650,2455
12650,2456
12650,2443
12650,2446
12651,13009
12652,612
12652,610
12653,10042
12653,10046
12654,8938
12654,8935
12654,8929
12655,7506
12655,7505
12655,7518
12656,13360
12656,13367
12656,13364
12656,13362
12657,1483
12657,1482
12657,1480
12657,1486
12658,5269
12658,5265
12658,5264
12658,5266
12659,8544
12659,8553
12659,8552
12660,6268
12660,6272
12660,6267
12661,4455
12662,8376
12662,8372
12662,8378
12663,1997
12663,1996
12663,2000
12663,1998
12664,12685
12664,12679
12664,12682
12664,12680
12665,5843
12665,5839
12665,5847
12665,5834
12666,1946
12666,1934
12667,3314
12667,3315
12667,3326
12668,7533
12668,7528
12669,8736
12669,8740
12669,8743
12670,5443
12670,5446
12671,6729
12671,6731
12671,6724
12672,8504
12673,6883
12673,6880
12673,6878
12673,6885
12674,2908
12674,2910
12675,4932
12675,4935
12675,4939
12675,4937
12676,11712
12676,11707
12677,9172
12677,9171
12677,9174
12677,9177
12678,10302
12679,7343
12679,7335
12679,7331
12679,7341
12680,3865
12680,3859
12680,3869
12681,9475
12681,9481
12682,5336
12682,5331
12682,5333
12682,5335
12683,3013
12683,3008
12683,3014
12683,3010
12684,2854
12685,5830
12685,5828
12686,7098
12687,5490
12688,12109
12689,3798
12689,3799
12689,3800
12689,3796
12690,9940
12690,9926
12691,3469
12691,3467
12692,10470
12692,10464
12693,1673
12693,1665
12694,8909
12694,8905
12694,8908
12695,5872
12695,5868
12696,8668
12696,8665
12696,8655
12697,323
12697,320
12697,326
12697,321
12698,9898
12698,9890
12698,9891
12699,11078
12699,11081
12700,6275
12700,6272
12700,6268
12700,6274
12701,12952
12702,3622
12702,3627
12702,3620
12703,8799
12704,7561
12704,7564
12704,7562
12705,1440
12705,1443
12705,1446
12705,1445
12706,2026
12707,3540
12707,3537
12707,3533
12708,10771
12708,10769
12708,10766
12709,3118
12709,3109
12709,3116
12709,3110
12710,9384
12711,8196
12711,8193
12712,3561
12712,3558
12713,5205
12713,5202
12714,11797
12715,6070
12715,6074
12715,6068
12715,6075
12716,12989
12716,12991
12716,12993
12717,5406
12718,6995
12718,7000
12719,1562
12719,1568
12719,1554
12720,10351
12721,8446
12721,8447
12722,6481
12723,3590
12723,3584
12723,3588
12723,3579
12724,7539
12724,7525
12724,7528
12725,8136
12725,8127
12725,8139
12725,8138
12726,6187
12726,6193
12727,12380
12727,12385
12727,12382
12728,1730
12728,1720
12728,1721
12729,539
12730,7645
12730,7651
12731,10767
12731,10772
12731,10766
12731,10769
12732,11007
12732,11008
12732,11010
12732,11005
12733,7977
12733,7971
12734,9894
12734,9890
12734,9893
12734,9888
12735,13023
12735,13017
12735,13014
12736,2267
12736,2262
12736,2263
12736,2266
12737,11783
12737,11775
12737,11774
12737,11778
12738,4764
12739,1882
12739,1878
12739,1876
12739,1884
12740,2351
12740,2353
12741,494
12742,577
12743,10340
12743,10341
12743,10332
12744,3115
12744,3117
12744,3112
12745,7810
12745,7799
12745,7801
12746,9001
12746,9003
12746,9000
12746,9011
12747,8947
12747,8951
12748,7292
12748,7294
12748,7296
12748,7287
12749,6484
12749,6481
12749,6486
12750,5022
12750,5023
12750,5021
12750,5010
12751,3713
12752,12028
12753,1864
12753,1874
12753,1868
12753,1873
12754,4437
12754,4440
12755,7814
12756,1330
12756,1320
12756,1322
12757,2254
12757,2257
12758,4651
12758,4649
12758,4650
12759,12124
12759,12119
12759,12118
12760,944
12760,951
12760,950
12761,8221
12762,63
12762,59
12762,61
12762,62
12763,10560
12763,10563
12763,10562
12763,10567
12764,4754
12765,11335
12766,542
12767,12069
12767,12075
12767,12076
12767,12067
12768,2350
12768,2358
12769,8162
12769,8168
12769,8159
12770,103
12770,108
12770,97
12770,105
12771,13280
12772,10343
12772,10341
12772,10333
12773,5325
12774,312
12774,308
12774,310
12775,2903
12775,2895
12775,2898
12776,12920
12777,3030
12777,3031
12778,8208
12778,8221
12778,8216
12779,6754
12779,6757
12779,6753
12779,6755
12780,7491
12780,7492
12780,7501
12781,3973
12782,11211
12782,11207
12783,6628
12784,3903
12784,3907
12784,3911
12785,12449
12785,12456
12785,12457
12785,12446
12786,3459
12786,3458
12786,3456
12786,3448
12787,8792
12788,12495
12789,6587
12789,6591
12790,3730
12791,8698
12791,8701
12791,8704
12791,8702
12792,3808
12792,3810
12793,9034
12793,9030
12793,9031
12793,9046
12794,9262
12794,9255
12794,9258
12795,5389
12796,879
12796,877
12796,876
12797,9974
12798,7634
12798,7630
12798,7627
12798,7639
12799,1672
12799,1670
12799,1678
12800,10276
12801,5365
12801,5359
12801,5358
12801,5366
12802,37
12803,1291
12803,1285
12803,1292
12803,1293
12804,3881
12804,3887
12805,4295
12806,7197
12806,7206
12806,7194
12806,7196
12807,934
12807,933
12808,6153
12808,6144
12808,6142
12809,386
12809,381
12810,9691
12811,2699
12811,2701
12811,2697
12812,9984
12813,1802
12813,1799
12814,8927
12814,8913
12814,8911
12815,2717
12815,2709
12816,6113
12817,5509
12817,5494
12817,5492
12818,5101
12818,5103
12818,5100
12819,13335
12819,13345
12819,13334
12819,13338
12820,7229
12820,7230
12821,7157
12822,1083
12823,12918
12823,12913
12823,12907
12824,12614
12825,3715
12825,3720
12825,3717
12825,3714
12826,8101
12826,8098
12826,8097
12826,8105
12827,11653
12828,3010
12828,3014
12828,3006
12828,3007
12829,6542
12830,13284
12831,1592
12831,1590
12832,12498
12833,638
12834,12545
12835,3996
12835,3992
12836,3607
12837,3889
12837,3882
12837,3884
12838,11404
12838,11407
12838,11406
12838,11410
12839,2037
12839,2046
12839,2043
12839,2042
12840,12943
12840,12939
12841,10608
12841,10620
12841,10612
12841,10619
12842,6081
12842,6089
12842,6094
12843,10042
12844,5140
12844,5133
12844,5137
12845,6505
12845,6496
12845,6495
12845,6491
12846,1338
12847,3091
12847,3096
12848,4807
12848,4805
12848,4796
12848,4800
12849,4851
12849,4850
12849,4853
12849,4847
12850,4140
12850,4138
12850,4128
12850,4137
12851,3576
12851,3566
12851,3568
12852,9632
12852,9617
12852,9624
12853,6890
12853,6900
12853,6893
12853,6897
12854,8530
12854,8531
12855,1933
12856,788
12856,786
12856,777
12856,778
12857,11245
12858,12927
12858,12934
12859,3878
12860,9381
12860,9376
12860,9378
12861,5728
12861,5729
12862,1436
12863,11530
12863,11534
12864,8672
12864,8675
12864,8670
12864,8676
12865,4179
12865,4180
12866,11682
12867,850
12867,853
12867,843
12868,11577
12868,11574
12869,4717
12869,4713
12869,4714
12870,9331
12870,9327
12870,9326
12871,12499
12872,5387
12872,5386
12873,2748
12873,2750
12873,2757
12874,9795
12874,9792
12874,9785
12874,9781
12875,8731
12875,8733
12875,8720
12875,8726
12876,4345
12876,4343
12877,11765
12878,9965
12878,9963
12878,9955
12878,9962
12879,9539
12880,4796
12881,9071
12881,9068
12881,9070
12882,9896
12882,9887
12882,9897
12882,9890
12883,4497
12884,4880
12884,4890
12884,4878
12885,12994
12885,12991
12885,12993
12885,12995
12886,11418
12886,11428
12886,11417
12887,8333
12888,12675
12889,8139
12890,6542
12890,6540
12891,2834
12891,2839
12892,8504
12892,8500
12892,8503
12893,9957
12894,12917
12894,12916
12894,12913
12894,12915
12895,11559
12895,11562
12896,817
12896,811
12896,814
12896,810
12897,2199
12897,2187
12897,2200
12897,2191
12898,10051
12899,6650
12899,6652
12900,11544
12900,11543
12900,11549
12901,360
12901,363
12901,366
12902,9924
12902,9922
12902,9919
12903,12846
12903,12847
12903,12850
12903,12856
12904,3539
12904,3531
12904,3534
12904,3545
12905,2727
12905,2726
12906,12637
12906,12642
12906,12638
12907,2628
12908,9846
12908,9844
12908,9849
12908,9848
12909,6791
12910,1142
12910,1145
12911,6875
12911,6881
12911,6877
12912,2504
12912,2507
12913,8848
12913,8851
12914,10115
12914,10123
12914,10128
12914,10119
12915,8247
12915,8244
12915,8249
12916,11081
12917,2316
12917,2307
12918,9460
12918,9452
12919,2458
12919,2447
12919,2443
12920,4531
12920,4525
12920,4527
12920,4521
12921,8416
12922,840
12922,851
12922,845
12922,842
12923,3300
12924,4928
12925,3523
12925,3520
12925,3519
12925,3527
12926,12327
12926,12322
12926,12318
12927,8117
12928,11327
12928,11332
12928,11326
12928,11328
12929,9994
12929,9995
12929,9996
12929,9993
12930,8648
12931,10919
12932,17
12933,5965
12933,5962
12933,5961
12934,13199
12934,13198
12934,13195
12934,13200
12935,3934
12935,3928
12935,3927
12935,3926
12936,9710
12936,9709
12936,9706
12936,9714
12937,514
12938,7353
12938,7344
12938,7352
12938,7354
12939,9659
12939,9661
12939,9658
12940,8039
12941,8177
12941,8175
12941,8178
12941,8170
12942,12540
12942,12538
12942,12544
12942,12539
12943,1270
12943,1263
12943,1267
12944,5261
12944,5254
12944,5263
12945,267
12946,10741
12946,10746
12946,10745
12946,10747
12947,12889
12948,11103
12948,11102
12948,11089
12948,11088
12949,4231
12949,4227
12950,13024
12950,13031
12951,9493
12951,9482
12952,12237
12952,12236
12952,12232
12953,544
12953,539
12953,548
12954,6652
12954,6654
12954,6651
12954,6653
12955,344
12955,353
12955,354
12955,357
12956,529
12956,533
12956,526
12957,13119
12957,13120
12958,9074
12958,9073
12958,9075
12958,9072
12959,12416
12959,12419
12959,12418
12960,11558
12960,11571
12961,2956
12961,2967
12961,2965
12962,5897
12962,5889
12963,5610
12963,5601
12963,5598
12963,5615
12964,1662
12964,1647
12964,1649
12965,5187
12965,5185
12965,5181
12966,1241
12967,4748
12967,4746
12967,4747
12967,4743
12968,7854
12968,7858
12969,11824
12970,6592
12971,6411
12971,6415
12971,6413
12971,6422
12972,8152
12973,1441
12973,1447
12974,10598
12974,10602
12974,10604
12974,10596
12975,6709
12975,6705
12975,6715
12975,6714
12976,1696
12976,1689
12976,1700
12977,8626
12977,8616
12977,8625
12978,4592
12978,4605
12978,4594
12978,4596
12979,7795
12979,7807
12979,7796
12980,2287
12980,2293
12980,2283
12981,7695
12982,1276
12982,1277
12982,1279
12983,11925
12983,11927
12984,8702
12984,8703
12984,8699
12985,574
12986,13135
12987,8873
12987,8876
12987,8871
12987,8880
12988,3615
12988,3612
12988,3618
12989,3955
12990,7145
12990,7133
12990,7149
12991,1976
12991,1970
12991,1971
12991,1960
12992,4390
12992,4394
12992,4396
12993,3186
12993,3188
12994,10872
12994,10874
12995,13111
12996,6573
12996,6570
12996,6578
12997,1592
12998,12759
12999,2825
12999,2820
12999,2823
12999,2828
13000,439
13001,1777
13001,1775
13002,9888
13003,3198
13004,12927
13004,12930
13005,7505
13006,7229
13006,7233
13006,7224
13006,7227
13007,7047
13007,7040
13008,7642
13008,7647
13008,7656
13008,7655
13009,3559
13010,6436
13010,6444
13010,6438
13010,6435
13011,7551
13011,7549
13011,7545
13012,107
13012,106
13012,102
13013,3794
13013,3792
13013,3785
13013,3786
13014,3873
13014,3876
13015,6354
13015,6348
13015,6351
13015,6349
13016,3910
13017,7122
13017,7111
13018,6956
13018,6961
13018,6958
13019,516
13019,517
13019,513
13020,8618
13020,8627
13021,11098
13022,11894
13022,11890
13022,11891
13022,11893
13023,2978
13024,12404
13024,12410
13025,3487
13025,3490
13025,3491
13025,3486
13026,2015
13026,2012
13026,2021
13026,2019
13027,10984
13028,3301
13029,12703
13029,12701
13030,327
13030,338
13030,336
13031,10900
13031,10899
13031,10893
13032,9207
13032,9204
13032,9201
13033,6659
13033,6663
13033,6668
13033,6673
13034,275
13034,271
13034,268
13034,267
13035,2958
13035,2957
13035,2964
13035,2968
13036,9998
13036,9992
13036,9994
13036,9991
13037,6274
13037,6273
13037,6270
13038,4749
13039,6169
13040,1522
13040,1528
13040,1523
13041,1430
13041,1432
13042,6009
13042,6001
13042,6005
13043,10015
13043,10011
13043,10017
13043,10013
13044,7988
13044,7987
13044,7980
13044,7990
13045,4896
13045,4894
13045,4893
13046,11606
13047,11826
13047,11830
13048,10816
13048,10819
13048,10815
13048,10823
13049,2629
13049,2632
13050,12840
13050,12835
13050,12836
13050,12838
13051,9847
13052,10076
13052,10080
13052,10077
13052,10064
13053,1294
13054,7251
13054,7240
13054,7241
13054,7243
13055,8184
13056,13295
13056,13292
13056,13297
13056,13307
13057,2211
13057,2218
13057,2217
13058,2758
13058,2760
13058,2762
13058,2766
13059,12520
13060,9691
13060,9688
13060,9704
13061,3136
13061,3130
13061,3131
13061,3134
13062,12402
13062,12410
13062,12400
13063,3750
13063,3745
13063,3743
13063,3748
13064,10400
13065,971
13065,969
13065,968
13066,852
13066,842
13067,9815
13067,9812
13067,9806
13068,2117
13068,2122
13068,2120
13068,2118
13069,8344
13069,8350
13069,8343
13069,8348
13070,9179
13070,9173
13070,9178
13070,9177
13071,11793
13071,11798
13071,11792
13071,11787
13072,10482
13072,10476
13072,10487
13072,10481
13073,11926
13073,11934
13073,11932
13073,11928
13074,11689
13075,5555
13075,5557
13075,5563
13076,7963
13076,7966
13076,7959
13076,7964
13077,5897
13078,5262
13078,5265
13078,5255
13078,5264
13079,5808
13079,5806
13079,5810
13079,5807
13080,1881
13081,5853
13081,5859
13081,5852
13081,5851
13082,10900
13083,1048
13083,1053
13084,13355
13084,13350
13084,13359
13085,2747
13085,2756
13085,2757
13085,2755
13086,7190
13086,7191
13087,7669
13087,7657
13088,2356
13088,2349
13089,5582
13090,9114
13091,3238
13091,3243
13092,2170
13093,5255
13093,5269
13094,3117
13094,3111
13094,3112
13094,3108
13095,1323
13096,9647
13096,9637
13096,9640
13096,9645
13097,2988
13098,5502
13098,5507
13098,5499
13099,7193
13099,7192
13099,7190
13100,7975
13100,7976
13100,7972
13101,2717
13101,2716
13101,2714
13101,2715
13102,10867
13102,10868
13102,10871
13103,6882
13103,6884
13103,6876
13103,6883
13104,6504
13104,6495
13104,6505
13104,6500
13105,2713
13105,2708
13105,2719
13105,2714
13106,9841
13106,9840
13106,9836
13107,9803
13107,9802
13108,10281
13109,7142
13109,7149
13109,7133
13109,7140
13110,3697
13111,5445
13111,5442
13112,12496
13112,12497
13113,8697
13113,8700
13114,13351
13115,13306
13115,13300
13116,5507
13117,12992
13117,12996
13117,12993
13118,1707
13118,1718
13118,1717
13118,1714
13119,4350
13119,4344
13119,4345
13119,4348
13120,10481
13120,10486
13120,10477
13121,6184
13122,12243
13123,12466
13124,11883
13124,11892
13124,11887
13124,11888
13125,12319
13125,12315
13126,5475
13127,3875
13127,3877
13127,3878
13127,3873
13128,6856
13128,6853
13129,11875
13130,6827
13131,1367
13131,1361
13131,1374
13132,10591
13132,10579
13132,10592
13132,10589
13133,9123
13134,9659
13134,9653
13135,5706
13135,5700
13135,5697
13136,13157
13136,13161
13136,13154
13136,13156
13137,4373
13137,4374
13137,4372
13137,4369
13138,10708
13139,12348
13139,12354
13139,12350
13139,12346
13140,3513
13140,3510
13140,3512
13141,4323
13141,4321
13141,4317
13141,4319
13142,3862
13143,8440
13143,8439
13143,8447
13143,8446
13144,6759
13144,6757
13144,6754
13144,6756
13145,10331
13145,10342
13145,10332
13146,1277
13147,13374
13147,13388
13148,7222
13149,13314
13149,13312
13149,13316
13150,5875
13150,5861
13150,5870
13151,11165
13151,11163
13152,7293
13152,7295
13152,7287
13152,7288
13153,10368
13153,10359
13153,10371
13153,10370
13154,6206
13154,6210
13155,8977
13156,5975
13156,5973
13156,5974
13157,9070
13158,1354
13158,1360
13158,1355
13159,4389
13160,12328
13161,8467
13162,5788
13162,5800
13162,5787
13163,1524
13163,1523
13163,1528
13164,1622
13164,1623
13164,1629
13164,1625
13165,5397
13166,5113
13166,5108
13166,5115
13167,7197
13167,7210
13167,7207
13167,7204
13168,3033
13169,1767
13170,4990
13170,4991
13171,2138
13171,2132
13171,2128
13171,2136
13172,12378
13172,12377
13172,12381
13172,12382
13173,9446
13173,9448
13173,9445
13173,9450
13174,5407
13174,5406
13174,5400
13175,13367
13175,13365
13175,13360
13176,13126
13176,13122
13176,13124
